 tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium
lat_bins -80 -78 -76 -74 -72 -70 -68 -66 -64 -62 -60 -58 -56 -54 -52 -50 -48 -46 -44 -42 -40 -38 -36 -34 -32 -30 -28 -26 -24 -22 -20 -18 -16 -14 -12 -10 -8 -6 -4 -2 0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 84 86 88
time                                                                                     
1951.580821918 9.650031372 4.977486596 2.942171065 1.971571229 1.481678703 1.235386651 1.130496839 1.123216999 1.198660333 1.359180184 1.620006113 2.007822308 2.559842138 3.321166609 4.337784739 5.642290839 7.230417303 9.030295549 10.873805384 12.488561640 13.533335423 13.734291372 13.128425960 11.927713613 10.393768456 8.765835424 7.220232412 5.861108773 4.731646313 3.833379402 3.145006328 2.632985649 2.253800245 1.973599095 1.768950427 1.623761432 1.527267953 1.472757824 1.456824193 1.479037829 1.542000000 1.650522023 1.807749082 2.017646829 2.285349465 2.616199502 3.014464424 3.481615680 4.014145926 4.601055166 5.221364101 5.847013894 6.460609056 7.048855769 7.599521543 8.102013783 8.547821478 8.930798373 9.247282791 9.496064235 9.678218799 9.797568857 9.862563215 9.883699319 9.872273115 9.839938231 9.798392201 9.759198785 9.733747365 9.733346828 9.769452209 9.854027590 10.000058594 10.222242685 10.537907058 10.968234745 11.539924518 12.287477066 13.256401687 14.507795848 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1951.665753425 9.650007834 4.977473174 2.942162545 1.971565235 1.481674061 1.235382726 1.130493249 1.123213482 1.198656679 1.359176203 1.620001615 2.007817099 2.559836032 3.321159459 4.337776498 5.642281645 7.230407579 9.030286073 10.873797274 12.488556177 13.533333699 13.734293807 13.128431924 11.927721690 10.393776974 8.765842920 7.220237883 5.861111709 4.731646589 3.833377117 3.145001645 2.632978757 2.253791544 1.973589089 1.768939646 1.623750413 1.527257272 1.472748150 1.456816383 1.479033064 1.542000000 1.650529223 1.807766370 2.017677519 2.285397255 2.616268236 3.014557577 3.481735472 4.014292021 4.601222979 5.221542923 5.847186217 6.460754221 7.048952397 7.599549341 8.101955339 8.547663877 8.930534508 9.246912261 9.495593803 9.677662407 9.796946204 9.861894784 9.883004422 9.871569221 9.839240554 9.797713520 9.758549447 9.733135436 9.732778338 9.768931447 9.853557428 9.999640804 10.221878228 10.537596335 10.967977789 11.539721112 12.287326750 13.256303617 14.507748404 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1951.747945205 9.650000000 4.977467955 2.942158952 1.971562602 1.481671990 1.235380980 1.130491681 1.123211990 1.198655194 1.359174672 1.620000000 2.007815381 2.559834217 3.321157592 4.337774671 5.642279997 7.230406273 9.030285238 10.873796909 12.488556053 13.533333333 13.734292603 13.128429539 11.927718164 10.393772650 8.765838280 7.220233389 5.861107713 4.731643306 3.833374642 3.145000000 2.632977913 2.253791399 1.973589512 1.768940497 1.623751556 1.527258569 1.472749453 1.456817514 1.479033793 1.542000000 1.650528030 1.807763390 2.017671995 2.285388221 2.616254491 3.014537676 3.481707765 4.014254754 4.601174483 5.221481898 5.847111990 6.460666622 7.048851715 7.599436314 8.101831124 8.547529994 8.930392763 9.246764661 9.495442465 9.677509473 9.796793745 9.861744670 9.882858263 9.871428348 9.839106016 9.797586101 9.758429695 9.733023697 9.732674799 9.768836179 9.853470431 9.999562048 10.221807702 10.537534089 10.967923989 11.539676094 12.287291097 13.256278250 14.507734707 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1951.832876712 9.650000000 4.977467028 2.942158029 1.971561835 1.481671370 1.235380475 1.130491267 1.123211656 1.198654943 1.359174525 1.620000000 2.007815598 2.559834753 3.321158581 4.337776260 5.642282303 7.230409299 9.030288752 10.873800322 12.488558381 13.533333333 13.734289235 13.128422670 11.927708608 10.393761774 8.765827530 7.220223945 5.861100334 4.731638355 3.833372198 3.145000000 2.632980212 2.253795644 1.973595249 1.768947253 1.623758857 1.527265920 1.472756296 1.456823154 1.479037290 1.542000000 1.650522611 1.807750191 2.017648172 2.285350388 2.616198773 3.014459938 3.481604077 4.014122167 4.601012125 5.221292325 5.846901926 6.460444903 7.048627986 7.599220137 8.101631050 8.547352704 8.930242346 9.246642085 9.495345264 9.677431654 9.796726540 9.861679418 9.882787417 9.871345692 9.839006761 9.797466867 9.758288428 9.732859549 9.732488000 9.768627930 9.853242851 9.999318192 10.221551690 10.537271382 10.967661865 11.539424433 12.287063589 13.256094271 14.507622211 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1951.915068493 9.650000000 4.977467642 2.942158640 1.971562343 1.481671781 1.235380810 1.130491541 1.123211878 1.198655109 1.359174622 1.620000000 2.007815454 2.559834398 3.321157926 4.337775208 5.642280776 7.230407295 9.030286425 10.873798062 12.488556840 13.533333333 13.734291465 13.128427218 11.927714936 10.393768976 8.765834648 7.220230199 5.861105220 4.731641633 3.833373817 3.145000000 2.632978689 2.253792833 1.973591450 1.768942779 1.623754022 1.527261052 1.472751765 1.456819419 1.479034974 1.542000000 1.650526181 1.807758769 2.017663336 2.285373801 2.616232004 3.014504117 3.481659353 4.014186930 4.601082045 5.221359340 5.846953953 6.460467887 7.048607290 7.599141620 8.101482146 8.547123403 8.929926002 9.246235980 9.494850920 9.676854870 9.796076787 9.860967723 9.882025355 9.870544867 9.838178388 9.796621485 9.757435737 9.732008359 9.731646291 9.767803023 9.852441667 9.998547623 10.220819091 10.536585221 10.967032599 11.538865697 12.286593872 13.255739305 14.507418485 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.000000000 9.650000000 4.977467116 2.942158116 1.971561907 1.481671429 1.235380523 1.130491306 1.123211688 1.198654967 1.359174539 1.620000000 2.007815577 2.559834702 3.321158487 4.337776109 5.642282085 7.230409012 9.030288418 10.873799998 12.488558160 13.533333333 13.734289554 13.128423322 11.927709515 10.393762806 8.765828550 7.220224841 5.861101034 4.731638824 3.833372430 3.145000000 2.632979993 2.253795242 1.973594705 1.768946612 1.623758164 1.527265223 1.472755647 1.456822619 1.479036958 1.542000000 1.650523106 1.807751276 2.017649802 2.285352288 2.616200282 3.014459792 3.481600120 4.014111006 4.600988785 5.221250000 5.846832177 6.460338875 7.048477282 7.599017530 8.101371143 8.547032482 8.929861573 9.246203521 9.494854705 9.676897792 9.796160285 9.861091876 9.882189036 9.870745942 9.838413926 9.796887970 9.757729246 9.732324704 9.731981109 9.768151800 9.852799691 9.998909857 10.221179935 10.536938145 10.967369588 11.539176438 12.286864551 13.255950826 14.507543792 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.084931507 9.650000000 4.977466948 2.942157950 1.971561769 1.481671317 1.235380432 1.130491231 1.123211628 1.198654922 1.359174512 1.620000000 2.007815616 2.559834799 3.321158665 4.337776396 5.642282501 7.230409558 9.030289052 10.873800614 12.488558580 13.533333333 13.734288946 13.128422082 11.927707791 10.393760843 8.765826610 7.220223137 5.861099702 4.731637931 3.833371989 3.145000000 2.632980408 2.253796008 1.973595740 1.768947832 1.623759482 1.527266550 1.472756882 1.456823637 1.479037589 1.542000000 1.650522139 1.807748989 2.017645860 2.285346419 2.616192370 3.014450030 3.481589234 4.014100546 4.600981462 5.221250000 5.846844934 6.460369143 7.048527826 7.599088195 8.101458080 8.547127585 8.929952191 9.246272440 9.494880397 9.676854870 9.796021544 9.860834672 9.881797157 9.870209566 9.837729199 9.796056341 9.756756699 9.731221015 9.730759238 9.766827505 9.851391468 9.997439288 10.219672588 10.535425187 10.965890388 11.537782589 12.285625962 13.254964957 14.506949707 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.161643836 9.650000000 4.977466957 2.942157958 1.971561776 1.481671323 1.235380437 1.130491235 1.123211631 1.198654924 1.359174514 1.620000000 2.007815615 2.559834794 3.321158656 4.337776382 5.642282480 7.230409531 9.030289021 10.873800584 12.488558559 13.533333333 13.734288976 13.128422143 11.927707876 10.393760940 8.765826706 7.220223221 5.861099768 4.731637975 3.833372011 3.145000000 2.632980388 2.253795970 1.973595689 1.768947771 1.623759416 1.527266484 1.472756821 1.456823587 1.479037558 1.542000000 1.650522187 1.807749102 2.017646055 2.285346709 2.616192761 3.014450513 3.481589772 4.014101063 4.600981825 5.221250000 5.846844297 6.460367594 7.048525134 7.599084210 8.101452760 8.547121022 8.929944625 9.246264267 9.494872160 9.676847255 9.796015320 9.860830517 9.881795602 9.870210990 9.837733836 9.796064289 9.756767937 9.731235424 9.730776610 9.766847559 9.851413853 9.997463582 10.219698281 10.535451653 10.965916835 11.537807977 12.285648888 13.254983462 14.506960996 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.246575342 9.650000000 4.977466870 2.942157872 1.971561704 1.481671265 1.235380390 1.130491196 1.123211599 1.198654901 1.359174500 1.620000000 2.007815635 2.559834844 3.321158748 4.337776530 5.642282695 7.230409813 9.030289348 10.873800902 12.488558776 13.533333333 13.734288663 13.128421503 11.927706986 10.393759927 8.765825705 7.220222341 5.861099081 4.731637514 3.833371783 3.145000000 2.632980602 2.253796365 1.973596223 1.768948401 1.623760097 1.527267169 1.472757459 1.456824112 1.479037884 1.542000000 1.650521687 1.807747921 2.017644020 2.285343679 2.616188676 3.014445473 3.481584152 4.014095663 4.600978044 5.221250000 5.846850897 6.460383339 7.048551664 7.599121806 8.101499962 8.547174349 8.929998423 9.246310688 9.494901274 9.676847255 9.795973474 9.860736141 9.881640944 9.869991223 9.837446874 9.795710496 9.756349776 9.730757117 9.730243860 9.766267366 9.850794479 9.996814700 10.219031370 10.534780716 10.965259566 11.537187563 12.285096743 13.254543383 14.506695484 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.328767123 9.650000000 4.977466764 2.942157766 1.971561616 1.481671194 1.235380332 1.130491149 1.123211561 1.198654872 1.359174483 1.620000000 2.007815660 2.559834905 3.321158862 4.337776712 5.642282960 7.230410161 9.030289752 10.873801294 12.488559044 13.533333333 13.734288275 13.128420714 11.927705888 10.393758678 8.765824470 7.220221256 5.861098233 4.731636945 3.833371502 3.145000000 2.632980866 2.253796853 1.973596882 1.768949177 1.623760936 1.527268013 1.472758245 1.456824760 1.479038285 1.542000000 1.650521071 1.807746465 2.017641510 2.285339942 2.616183639 3.014439257 3.481577220 4.014089003 4.600973382 5.221250000 5.846859036 6.460402758 7.048584384 7.599168175 8.101558178 8.547240119 8.930064773 9.246367941 9.494937180 9.676847255 9.795921864 9.860619747 9.881450204 9.869720185 9.837092970 9.795274173 9.755834073 9.730167243 9.729586847 9.765551848 9.850030644 9.996014477 10.218208914 10.533953293 10.964448996 11.536422437 12.284415804 13.254000643 14.506368029 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.413698630 9.650000000 4.977466794 2.942157796 1.971561642 1.481671214 1.235380348 1.130491162 1.123211572 1.198654880 1.359174488 1.620000000 2.007815652 2.559834888 3.321158829 4.337776659 5.642282884 7.230410061 9.030289636 10.873801181 12.488558967 13.533333333 13.734288387 13.128420942 11.927706204 10.393759038 8.765824826 7.220221569 5.861098478 4.731637109 3.833371583 3.145000000 2.632980790 2.253796712 1.973596692 1.768948953 1.623760693 1.527267770 1.472758018 1.456824573 1.479038169 1.542000000 1.650521249 1.807746886 2.017642235 2.285341021 2.616185093 3.014441051 3.481579221 4.014090925 4.600974728 5.221250000 5.846856687 6.460397153 7.048574941 7.599154793 8.101541377 8.547221138 8.930045624 9.246351418 9.494926818 9.676847255 9.795936759 9.860653339 9.881505252 9.869798406 9.837195106 9.795400095 9.755982903 9.730337478 9.729776458 9.765758343 9.850251083 9.996245417 10.218446270 10.534192083 10.964682922 11.536643249 12.284612321 13.254157277 14.506462532 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.495890411 9.650000000 4.977466687 2.942157689 1.971561553 1.481671142 1.235380290 1.130491114 1.123211533 1.198654851 1.359174471 1.620000000 2.007815678 2.559834950 3.321158944 4.337776844 5.642283151 7.230410412 9.030290043 10.873801577 12.488559237 13.533333333 13.734287997 13.128420145 11.927705096 10.393757777 8.765823580 7.220220474 5.861097622 4.731636535 3.833371300 3.145000000 2.632981056 2.253797205 1.973597358 1.768949737 1.623761540 1.527268622 1.472758812 1.456825227 1.479038575 1.542000000 1.650520628 1.807745416 2.017639701 2.285337248 2.616180007 3.014434777 3.481572223 4.014084202 4.600970021 5.221250000 5.846864903 6.460416755 7.048607970 7.599201599 8.101600142 8.547287528 8.930112601 9.246409212 9.494963063 9.676847255 9.795884663 9.860535847 9.881312715 9.869524816 9.836837871 9.794959669 9.755462354 9.729742064 9.729113278 9.765036112 9.849480083 9.995437689 10.217616100 10.533356899 10.963864747 11.535870940 12.283924984 13.253609432 14.506131993 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.580821918 9.650000000 4.977466681 2.942157684 1.971561548 1.481671139 1.235380287 1.130491112 1.123211531 1.198654850 1.359174470 1.620000000 2.007815679 2.559834953 3.321158950 4.337776853 5.642283165 7.230410429 9.030290064 10.873801596 12.488559250 13.533333333 13.734287977 13.128420105 11.927705041 10.393757714 8.765823517 7.220220419 5.861097579 4.731636506 3.833371285 3.145000000 2.632981070 2.253797229 1.973597391 1.768949776 1.623761583 1.527268665 1.472758851 1.456825260 1.479038595 1.542000000 1.650520596 1.807745342 2.017639574 2.285337060 2.616179753 3.014434463 3.481571873 4.014083866 4.600969786 5.221250000 5.846865314 6.460417735 7.048609621 7.599203939 8.101603081 8.547290848 8.930115950 9.246412102 9.494964876 9.676847255 9.795882058 9.860529973 9.881303088 9.869511136 9.836820009 9.794937647 9.755436326 9.729712293 9.729080119 9.765000000 9.849441534 9.995397303 10.217574592 10.533315140 10.963823838 11.535832325 12.283890617 13.253582039 14.506115465 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.665753425 9.650000000 4.977466681 2.942157684 1.971561548 1.481671139 1.235380287 1.130491112 1.123211531 1.198654850 1.359174470 1.620000000 2.007815679 2.559834953 3.321158950 4.337776853 5.642283165 7.230410429 9.030290064 10.873801596 12.488559250 13.533333333 13.734287977 13.128420105 11.927705041 10.393757714 8.765823517 7.220220419 5.861097579 4.731636506 3.833371285 3.145000000 2.632981070 2.253797229 1.973597391 1.768949776 1.623761583 1.527268665 1.472758851 1.456825260 1.479038595 1.542000000 1.650520596 1.807745342 2.017639574 2.285337060 2.616179753 3.014434463 3.481571873 4.014083866 4.600969786 5.221250000 5.846865314 6.460417735 7.048609621 7.599203939 8.101603081 8.547290848 8.930115950 9.246412102 9.494964876 9.676847255 9.795882058 9.860529973 9.881303088 9.869511136 9.836820009 9.794937647 9.755436326 9.729712293 9.729080119 9.765000000 9.849441534 9.995397303 10.217574592 10.533315140 10.963823838 11.535832325 12.283890617 13.253582039 14.506115465 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.747945205 9.650000000 4.977466681 2.942157684 1.971561548 1.481671139 1.235380287 1.130491112 1.123211531 1.198654850 1.359174470 1.620000000 2.007815679 2.559834953 3.321158950 4.337776853 5.642283165 7.230410429 9.030290064 10.873801596 12.488559250 13.533333333 13.734287977 13.128420105 11.927705041 10.393757714 8.765823517 7.220220419 5.861097579 4.731636506 3.833371285 3.145000000 2.632981070 2.253797229 1.973597391 1.768949776 1.623761583 1.527268665 1.472758851 1.456825260 1.479038595 1.542000000 1.650520596 1.807745342 2.017639574 2.285337060 2.616179753 3.014434463 3.481571873 4.014083866 4.600969786 5.221250000 5.846865314 6.460417735 7.048609621 7.599203939 8.101603081 8.547290848 8.930115950 9.246412102 9.494964876 9.676847255 9.795882058 9.860529973 9.881303088 9.869511136 9.836820009 9.794937647 9.755436326 9.729712293 9.729080119 9.765000000 9.849441534 9.995397303 10.217574592 10.533315140 10.963823838 11.535832325 12.283890617 13.253582039 14.506115465 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.832876712 9.650000000 4.977466681 2.942157684 1.971561548 1.481671139 1.235380287 1.130491112 1.123211531 1.198654850 1.359174470 1.620000000 2.007815679 2.559834953 3.321158950 4.337776853 5.642283165 7.230410429 9.030290064 10.873801596 12.488559250 13.533333333 13.734287977 13.128420105 11.927705041 10.393757714 8.765823517 7.220220419 5.861097579 4.731636506 3.833371285 3.145000000 2.632981070 2.253797229 1.973597391 1.768949776 1.623761583 1.527268665 1.472758851 1.456825260 1.479038595 1.542000000 1.650520596 1.807745342 2.017639574 2.285337060 2.616179753 3.014434463 3.481571873 4.014083866 4.600969786 5.221250000 5.846865314 6.460417735 7.048609621 7.599203939 8.101603081 8.547290848 8.930115950 9.246412102 9.494964876 9.676847255 9.795882058 9.860529973 9.881303088 9.869511136 9.836820009 9.794937647 9.755436326 9.729712293 9.729080119 9.765000000 9.849441534 9.995397303 10.217574592 10.533315140 10.963823838 11.535832325 12.283890617 13.253582039 14.506115465 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1952.915068493 9.650000000 4.977466681 2.942157684 1.971561548 1.481671139 1.235380287 1.130491112 1.123211531 1.198654850 1.359174470 1.620000000 2.007815679 2.559834953 3.321158950 4.337776853 5.642283165 7.230410429 9.030290064 10.873801596 12.488559250 13.533333333 13.734287977 13.128420105 11.927705041 10.393757714 8.765823517 7.220220419 5.861097579 4.731636506 3.833371285 3.145000000 2.632981070 2.253797229 1.973597391 1.768949776 1.623761583 1.527268665 1.472758851 1.456825260 1.479038595 1.542000000 1.650520596 1.807745342 2.017639574 2.285337060 2.616179753 3.014434463 3.481571873 4.014083866 4.600969786 5.221250000 5.846865314 6.460417735 7.048609621 7.599203939 8.101603081 8.547290848 8.930115950 9.246412102 9.494964876 9.676847255 9.795882058 9.860529973 9.881303088 9.869511136 9.836820009 9.794937647 9.755436326 9.729712293 9.729080119 9.765000000 9.849441534 9.995397303 10.217574592 10.533315140 10.963823838 11.535832325 12.283890617 13.253582039 14.506115465 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1953.000000000 9.650000000 4.977466681 2.942157684 1.971561548 1.481671139 1.235380287 1.130491112 1.123211531 1.198654850 1.359174470 1.620000000 2.007815679 2.559834953 3.321158950 4.337776853 5.642283165 7.230410429 9.030290064 10.873801596 12.488559250 13.533333333 13.734287977 13.128420105 11.927705041 10.393757714 8.765823517 7.220220419 5.861097579 4.731636506 3.833371285 3.145000000 2.632981070 2.253797229 1.973597391 1.768949776 1.623761583 1.527268665 1.472758851 1.456825260 1.479038595 1.542000000 1.650520596 1.807745342 2.017639574 2.285337060 2.616179753 3.014434463 3.481571873 4.014083866 4.600969786 5.221250000 5.846865314 6.460417735 7.048609621 7.599203939 8.101603081 8.547290848 8.930115950 9.246412102 9.494964876 9.676847255 9.795882058 9.860529973 9.881303088 9.869511136 9.836820009 9.794937647 9.755436326 9.729712293 9.729080119 9.765000000 9.849441534 9.995397303 10.217574592 10.533315140 10.963823838 11.535832325 12.283890617 13.253582039 14.506115465 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1953.084931507 9.650000000 4.977466681 2.942157684 1.971561548 1.481671139 1.235380287 1.130491112 1.123211531 1.198654850 1.359174470 1.620000000 2.007815679 2.559834953 3.321158950 4.337776853 5.642283165 7.230410429 9.030290064 10.873801596 12.488559250 13.533333333 13.734287977 13.128420105 11.927705041 10.393757714 8.765823517 7.220220419 5.861097579 4.731636506 3.833371285 3.145000000 2.632981070 2.253797229 1.973597391 1.768949776 1.623761583 1.527268665 1.472758851 1.456825260 1.479038595 1.542000000 1.650520596 1.807745342 2.017639574 2.285337060 2.616179753 3.014434463 3.481571873 4.014083866 4.600969786 5.221250000 5.846865314 6.460417735 7.048609621 7.599203939 8.101603081 8.547290848 8.930115950 9.246412102 9.494964876 9.676847255 9.795882058 9.860529973 9.881303088 9.869511136 9.836820009 9.794937647 9.755436326 9.729712293 9.729080119 9.765000000 9.849441534 9.995397303 10.217574592 10.533315140 10.963823838 11.535832325 12.283890617 13.253582039 14.506115465 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1953.161643836 9.650000000 4.977466681 2.942157684 1.971561548 1.481671139 1.235380287 1.130491112 1.123211531 1.198654850 1.359174470 1.620000000 2.007815679 2.559834953 3.321158950 4.337776853 5.642283165 7.230410429 9.030290064 10.873801596 12.488559250 13.533333333 13.734287977 13.128420105 11.927705041 10.393757714 8.765823517 7.220220419 5.861097579 4.731636506 3.833371285 3.145000000 2.632981070 2.253797229 1.973597391 1.768949776 1.623761583 1.527268665 1.472758851 1.456825260 1.479038595 1.542000000 1.650520596 1.807745342 2.017639574 2.285337060 2.616179753 3.014434463 3.481571873 4.014083866 4.600969786 5.221250000 5.846865314 6.460417735 7.048609621 7.599203939 8.101603081 8.547290848 8.930115950 9.246412102 9.494964876 9.676847255 9.795882058 9.860529973 9.881303088 9.869511136 9.836820009 9.794937647 9.755436326 9.729712293 9.729080119 9.765000000 9.849441534 9.995397303 10.217574592 10.533315140 10.963823838 11.535832325 12.283890617 13.253582039 14.506115465 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1953.246575342 9.650000000 4.977466681 2.942157684 1.971561548 1.481671139 1.235380287 1.130491112 1.123211531 1.198654850 1.359174470 1.620000000 2.007815679 2.559834953 3.321158950 4.337776853 5.642283165 7.230410429 9.030290064 10.873801596 12.488559250 13.533333333 13.734287977 13.128420105 11.927705041 10.393757714 8.765823517 7.220220419 5.861097579 4.731636506 3.833371285 3.145000000 2.632981070 2.253797229 1.973597391 1.768949776 1.623761583 1.527268665 1.472758851 1.456825260 1.479038595 1.542000000 1.650520596 1.807745342 2.017639574 2.285337060 2.616179753 3.014434463 3.481571873 4.014083866 4.600969786 5.221250000 5.846865314 6.460417735 7.048609621 7.599203939 8.101603081 8.547290848 8.930115950 9.246412102 9.494964876 9.676847255 9.795882058 9.860529973 9.881303088 9.869511136 9.836820009 9.794937647 9.755436326 9.729712293 9.729080119 9.765000000 9.849441534 9.995397303 10.217574592 10.533315140 10.963823838 11.535832325 12.283890617 13.253582039 14.506115465 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1953.328767123 9.650000000 4.977466681 2.942157684 1.971561548 1.481671139 1.235380287 1.130491112 1.123211531 1.198654850 1.359174470 1.620000000 2.007815679 2.559834953 3.321158950 4.337776853 5.642283165 7.230410429 9.030290064 10.873801596 12.488559250 13.533333333 13.734287977 13.128420105 11.927705041 10.393757714 8.765823517 7.220220419 5.861097579 4.731636506 3.833371285 3.145000000 2.632981070 2.253797229 1.973597391 1.768949776 1.623761583 1.527268665 1.472758851 1.456825260 1.479038595 1.542000000 1.650520596 1.807745342 2.017639574 2.285337060 2.616179753 3.014434463 3.481571873 4.014083866 4.600969786 5.221250000 5.846865314 6.460417735 7.048609621 7.599203939 8.101603081 8.547290848 8.930115950 9.246412102 9.494964876 9.676847255 9.795882058 9.860529973 9.881303088 9.869511136 9.836820009 9.794937647 9.755436326 9.729712293 9.729080119 9.765000000 9.849441534 9.995397303 10.217574592 10.533315140 10.963823838 11.535832325 12.283890617 13.253582039 14.506115465 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
1953.413698630 9.650000000 4.977466681 2.942157684 1.971561548 1.481671139 1.235380287 1.130491112 1.123211531 1.198654850 1.359174470 1.620000000 2.007815679 2.559834953 3.321158950 4.337776853 5.642283165 7.230410429 9.030290064 10.873801596 12.488559250 13.533333333 13.734287977 13.128420105 11.927705041 10.393757714 8.765823517 7.220220419 5.861097579 4.731636506 3.833371285 3.145000000 2.632981070 2.253797229 1.973597391 1.768949776 1.623761583 1.527268665 1.472758851 1.456825260 1.479038595 1.542000000 1.650520596 1.807745342 2.017639574 2.285337060 2.616179753 3.014434463 3.481571873 4.014083866 4.600969786 5.221250000 5.846865314 6.460417735 7.048609621 7.599203939 8.101603081 8.547290848 8.930115950 9.246412102 9.494964876 9.676847255 9.795882058 9.860529973 9.881303088 9.869511136 9.836820009 9.794937647 9.755436326 9.729712293 9.729080119 9.765000000 9.849441534 9.995397303 10.217574592 10.533315140 10.963823838 11.535832325 12.283890617 13.253582039 14.506115465 16.125000000 16.125000000 16.125000000 16.125000000 16.125000000
